type,posts
ENTJ,"['INFJ', 'ENTP', 'INFP', 'ENFP', 'INTP', 'INFP', 'ISTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INTJ', 'INFJ', 'ENTJ', 'INFJ', 'ENTP', 'INFP', 'ENTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'INFP', 'ISTP', 'ENFP', 'INTJ', 'INTP', 'INFJ', 'INTJ', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INTP', 'INTP', 'ISTP', 'INTP', 'ISTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'ISTP', 'INTP', 'ENTP']"
INFP,"['INFP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ISFJ', 'INFP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFP', 'ENTP', 'INTP', 'ENFP', 'ENFP', 'INTP', 'ISTP', 'INFP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INTP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP']"
ISFJ,"['INFJ', 'ENFP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'ENFJ', 'ISTP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'INFP', 'ISFP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INFP', 'ISTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFJ', 'INTP', 'INFJ', 'INFP', 'INFP', 'INFP', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INTP', 'ENFP']"
INTJ,"['ISFJ', 'ISTP', 'ENTJ', 'INTP', 'INTJ', 'ENFP', 'INFP', 'ISTP', 'INTJ', 'ISTP', 'INTP', 'ENFP', 'INFJ', 'ISTP', 'INTJ', 'ENFP', 'INTP', 'INFJ', 'INTP', 'ISTP', 'INTP', 'INFP', 'ENFP', 'INTJ', 'INFP', 'INFJ', 'INTP', 'INTJ', 'ENTP', 'INFJ', 'INFP', 'INFP', 'ISTP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP']"
INTP,"['INFJ', 'INFJ', 'INFP', 'INTJ', 'INFP', 'INFP', 'INFJ', 'INFP', 'ISTP', 'ISTP', 'ISTP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'ISTP', 'INTJ', 'INTJ', 'INTP', 'INTP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INTP', 'INTP', 'ENFP', 'INFJ', 'INTP', 'ISTJ', 'ISTP', 'ENTP', 'INTJ', 'INTP', 'INTP', 'INFP', 'INFP', 'ENFJ', 'ISTP', 'ISTP', 'INTJ', 'INFJ', 'ISTP', 'INTP', 'ISTP', 'ISTP', 'ENTP', 'ISTP']"
INFP,"['INFP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INTJ', 'INTJ', 'INTP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'ENTP', 'INFJ', 'ENFJ', 'INFP']"
ISFJ,"['ENTP', 'ENTJ', 'INFJ', 'ENFP', 'ENTP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'INTJ', 'INFP', 'INFP', 'ENFP', 'INTJ', 'INFJ', 'ENFP', 'ISTP', 'INTJ', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'ENTP', 'ENTP', 'INTP', 'ENFP', 'INFP', 'ISFP', 'INFP', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'ENTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INFJ', 'INFJ', 'ENTP', 'INFP', 'INFP', 'INTP']"
INTP,"['INTP', 'INFJ', 'ISTP', 'INFP', 'INFP', 'INFP', 'ISFJ', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'ISTP', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFJ', 'ENFP', 'INTP', 'INTJ', 'INFP', 'INTP', 'ENTP', 'INTP', 'INFP', 'INTP', 'INFP', 'ISFP', 'ISTP', 'ISFP', 'INFP', 'ISTP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'INTP', 'INFJ', 'INTJ', 'ENFP']"
INFP,"['INFP', 'INTJ', 'ENFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'ISTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'ISTJ', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INFP', 'ISTJ', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'INTP']"
INFP,"['INFP', 'INFJ', 'INFJ', 'INFJ', 'INTJ', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'ISTP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'ENTP', 'ISTP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'ISTP', 'INTJ', 'INFP', 'ISFJ', 'INFP', 'INFJ', 'INFP', 'INFJ', 'INTJ', 'INTP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFP', 'ENFP']"
INFP,"['ENTP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INTJ', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'ENFJ', 'ENTJ', 'ISFJ', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFJ', 'INFP', 'INFP', 'ENFP', 'ISFJ', 'ISFJ', 'INFP', 'INFP', 'INTP', 'ENFP', 'INFJ']"
ENFJ,"['INFJ', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'INTJ', 'INFJ', 'ISTJ', 'INTP', 'ENFP', 'INFP', 'INFJ', 'INTJ', 'ISTP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'INFJ', 'INTP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INFP', 'ENFP']"
INTP,"['ISFP', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'ISTP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INTP', 'INTP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INTJ', 'INFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'ISTP', 'INTJ', 'INTJ', 'INTP']"
INTJ,"['INFP', 'ISFJ', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INTJ', 'INFP', 'INFJ', 'INTP', 'INFP', 'ENTJ', 'INTP', 'INTJ', 'INTP', 'INTJ', 'INTP', 'ISTP', 'ENTP', 'INFJ', 'ISTP', 'INFP', 'INTJ', 'INFJ', 'INTP', 'INFJ', 'ENTP', 'INTJ', 'INFJ', 'INTJ', 'ISTP', 'ENFP', 'INTJ', 'INTJ', 'ISTJ', 'ISTP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INTJ', 'INFP', 'ENTP', 'INTP', 'INFJ', 'INFJ', 'INFP', 'INFJ']"
INFJ,"['INTP', 'ISFP', 'INFP', 'INFP', 'ISFJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INTP', 'INFP', 'INFP', 'ISTP', 'ENTP', 'INFJ', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INTJ']"
INTP,"['INFP', 'INFP', 'INTJ', 'ISTP', 'INFP', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'ISTP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'INTP', 'INTP', 'ENTP', 'INTJ', 'ISTP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'INFP', 'ENTP', 'INFP', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFP', 'INTP', 'INFP', 'ISTP']"
INFP,"['INFJ', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'ISFP', 'INTP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INFJ', 'ISTP', 'INTJ', 'INFP', 'ISTP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ISTJ', 'INFJ', 'INFP', 'INFP', 'INFJ', 'ISTP', 'INTJ']"
INFP,"['ISTP', 'ENFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'INFP', 'ISFJ', 'INTP', 'INTJ', 'INTJ', 'ISTJ', 'INFJ', 'INFP', 'INTJ', 'INTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'ENTJ', 'INFJ', 'INTP', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INTJ', 'INTJ', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'ISFJ', 'INTJ']"
ENTP,"['INFJ', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFP', 'ENTP', 'ISTP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INTP', 'INTP', 'ISTP', 'ISTP', 'ENFP', 'INFP', 'ENTP', 'INFP', 'INFP', 'ENFP', 'ENTP', 'ENFP', 'ISTP', 'ENFP', 'ISTP', 'ENTP', 'ISTP']"
INTP,"['ENTP', 'INTJ', 'INTP', 'INTP', 'ENTP', 'INTP', 'INFJ', 'INFJ', 'INTP', 'INFP', 'INTP', 'INFJ', 'ENTP', 'INTP', 'INFP', 'INFP', 'ENTP', 'ENTP', 'ISFJ', 'ENTJ', 'ENTP', 'ENTP', 'ISTP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INTJ', 'ENTP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'ENTP', 'INFJ', 'INTP', 'INTJ', 'INFP']"
ISFP,"['ENFP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'ISFP', 'ENFP', 'INFP', 'INFP', 'INTJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'ISFP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFP', 'ENFP']"
ENFJ,"['ENFP', 'INTP', 'INFJ', 'ENFP', 'ISFP', 'INTP', 'INFJ', 'INFP', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INTJ', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'ENTP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'ISFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'INFP', 'ISFP', 'ISFP', 'ENFP', 'ISFP', 'ENFP']"
INFJ,"['INTJ', 'INFP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'INTP', 'ENTJ', 'INTP', 'ENFP', 'ISFJ', 'INTP', 'ISTP', 'ENFP', 'INTP', 'INTJ', 'INFP', 'INFP', 'INTP', 'INFJ', 'ISTP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'ISFJ', 'INFJ', 'ENFP', 'INTP', 'INFP', 'INFP', 'INTP', 'ENTP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'INFP']"
ENFJ,"['INTP', 'INTJ', 'ENFP', 'INFP', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'INTP', 'INFP', 'INTJ', 'INFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INTJ', 'INTJ', 'INFJ', 'INFP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFP', 'INTJ', 'INTJ', 'ENFP', 'ENFP', 'INTJ', 'INFJ', 'ISTP', 'INFP', 'INFJ', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'ISTP', 'INTJ', 'ENTP']"
INFJ,"['INFJ', 'INFP', 'INFP', 'INFP', 'ISTP', 'ISTP', 'INFP', 'INTJ', 'ISFJ', 'ISFJ', 'ENFP', 'ISFJ', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFJ', 'INFJ', 'INTJ', 'INFP', 'INFP', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INFP', 'ISTP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'ENFP', 'ENFP', 'INTJ', 'ISFJ', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ENFJ']"
INFP,"['INTP', 'INFP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFJ', 'ISTP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'INTJ', 'ISTP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INTP']"
ENFP,"['ISTJ', 'INFJ', 'ENTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INTP', 'INTJ', 'INFP', 'INTP', 'INFP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ISTP', 'ISTP', 'INFJ', 'INTJ', 'INTJ', 'INFP', 'INTJ', 'INFP', 'INFJ', 'INFP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INFP']"
ISTP,"['INTP', 'INFJ', 'ISTP', 'INFP', 'ENTP', 'ISTP', 'ISTP', 'ENFP', 'ISTP', 'ISTP', 'ISTP', 'INFJ', 'INTP', 'ENTP', 'ISTP', 'INTP', 'INTP', 'INTP', 'ENTP', 'INFP', 'ENFP', 'ISTP', 'ISTP', 'INFP', 'ISTP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFP', 'ISTP', 'ISTP', 'ISTP', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'INTJ', 'ENFP', 'INTJ', 'INTJ', 'ISTP']"
INFJ,"['ISTP', 'ENFP', 'INFP', 'INTP', 'INFJ', 'ISTP', 'ENFP', 'ISFP', 'INTJ', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INTP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'ENFP', 'INTJ', 'INFJ', 'INFP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INTJ', 'INFJ', 'ENFP', 'ENTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INTJ']"
INTP,"['INFJ', 'INTP', 'INFP', 'INTJ', 'INFJ', 'INTJ', 'INTP', 'INTP', 'INFJ', 'INTP', 'ISTP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INTJ', 'ISTP', 'INFJ', 'INTJ', 'ISTP', 'INFP', 'INFJ', 'ISTP', 'INTP', 'ENTP', 'INFJ', 'INFJ', 'INTJ', 'INTJ', 'INFP', 'INTJ', 'ENFP', 'INFJ', 'INTP', 'INFP', 'INFP', 'INFJ', 'ISFJ', 'INFJ', 'ISFJ', 'INTJ', 'INFP', 'INTP', 'INTP', 'ISTP']"
INTJ,"['ISFP', 'INFJ', 'ENFP', 'INTP', 'INTJ', 'INTP', 'ISTP', 'INTJ', 'INTJ', 'INTJ', 'INTP', 'ISTJ', 'INFJ', 'INFJ', 'INTJ', 'INTP', 'INTJ', 'INTJ', 'ENFP', 'INTP', 'INFJ', 'INFJ', 'INFP', 'INTJ', 'INFJ', 'INTJ', 'INFJ', 'INTJ', 'INTJ', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INTJ', 'INFP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'ENTP', 'ENFP', 'INTJ', 'INTJ', 'ENFP', 'INTP', 'INTJ', 'INTP']"
INTJ,"['INTJ', 'INTP', 'ENFP', 'ISFP', 'INFP', 'INTP', 'INFJ', 'INTP', 'INFP', 'INTJ', 'INTP', 'INTJ', 'INTP', 'ISTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'ISTP', 'INFP', 'INTJ', 'INTP', 'ENTP', 'ENFP', 'INTP', 'INTJ', 'INTP', 'INTJ', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP']"
INTJ,"['INFJ', 'ENTJ', 'INFJ', 'INFP', 'INFP', 'INTP', 'ISTJ', 'INTP', 'INFP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INTJ', 'INTJ', 'INFP', 'INFJ', 'INFJ', 'INTP', 'INTJ', 'INTP', 'INFP', 'INFJ', 'INTP', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'ENFJ', 'INTP', 'ENTP', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INTP', 'ISFP', 'ENFP', 'INTP', 'INTP']"
INFP,"['ENTP', 'INFP', 'ENFP', 'ENTP', 'INFJ', 'ISFJ', 'INFP', 'ISFJ', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INFP', 'ENTP', 'INTP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'ISTP', 'INTP', 'INFP', 'ISTP', 'INTP', 'ENFP', 'INFP', 'INTJ', 'INFP', 'INTP', 'INFP', 'ENFP', 'ISFJ', 'ENFP', 'ISTP', 'INTP', 'INFP', 'ISTP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INTP', 'INFP', 'ENFP', 'INFP', 'INFJ']"
INFP,"['INFJ', 'ISTP', 'INFP', 'INFJ', 'INFP', 'ISTP', 'ENFP', 'ISTP', 'INTP', 'ISTJ', 'INTP', 'ENFP', 'ENTP', 'ISTP', 'ISTP', 'INTP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INTP', 'ISTP', 'ISTP', 'INTP', 'INTP', 'ENFP', 'ENTJ', 'INFJ', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INTP', 'INFJ', 'INTP', 'INFP', 'INTP', 'INTJ', 'ISTP', 'ENFP', 'ISTJ', 'INTP', 'INTP', 'ENTP', 'ENTP', 'INTP']"
INFJ,"['INFP', 'ISFJ', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INTJ', 'ENFP', 'INTJ', 'INFP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'ISTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INTJ', 'INTP', 'INTP', 'ISFP', 'INFP', 'INFP', 'INFP', 'ISFJ', 'INFP', 'INFJ', 'ISFP', 'INFP', 'INFP', 'INFJ', 'INTP']"
ENTP,"['ISTP', 'ENTJ', 'ENFP', 'INTP', 'ISTP', 'ENTJ', 'ENTJ', 'INTP', 'INFP', 'ISFJ', 'INFP', 'ISTJ', 'ENFP', 'ENTJ', 'INFP', 'ENTJ', 'INTP', 'INTJ', 'INTP', 'ENTP', 'INTJ', 'INTP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'ENTJ', 'INTP', 'INFP', 'ISTP', 'ISTP', 'ENFJ', 'ENTJ', 'ENTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'ENTP', 'INTJ', 'ENFP', 'ENFP', 'INTP', 'ISTP', 'INFP', 'ENTJ', 'ISTP']"
ENTJ,"['INTJ', 'ENTJ', 'ENTP', 'ISTP', 'INFJ', 'ENTP', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INTP', 'ENFP', 'ENFP', 'ISTP', 'ENFP', 'ENTP', 'INFP', 'ISTP', 'ISTP', 'ENFP', 'INTJ', 'ISTP', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INFJ', 'INTP', 'INFJ', 'ISTP', 'ISTP', 'INTP', 'INFP', 'ENTP', 'ISTP', 'INFJ', 'INFP', 'INTJ', 'INTP']"
INFP,"['INFP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ISTP', 'INFJ', 'INTJ', 'ISTP', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'ENTP', 'ENFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'INTP', 'INTJ', 'INTP', 'ISTP', 'INTJ', 'INFP', 'INFJ']"
INTP,"['INTJ', 'ISTP', 'INTJ', 'ISTP', 'INFP', 'INTP', 'INTP', 'ENFP', 'ISTP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INTP', 'INTJ', 'INTJ', 'ISFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INFP', 'ENFP', 'INFJ', 'ENTP']"
INFP,"['INTJ', 'INFJ', 'ENFP', 'ISTP', 'INFP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'ISTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'INFP', 'INTP', 'INTJ', 'INTP', 'ISTJ', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'INFP', 'ISTP', 'INFP', 'ENTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENTP', 'ENTJ', 'INFJ']"
ISFJ,"['INFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INFP', 'INTP', 'ENFP', 'ISTP', 'INTP', 'ENTJ', 'ISTP', 'INFP', 'INTP', 'ISFP', 'ISFP', 'INFJ', 'ENFP', 'INFP', 'ENFP', 'ISFJ', 'INFJ', 'INFP', 'INFP', 'ENTP', 'INTP', 'INFP']"
ISTJ,"['INTP', 'INTP', 'ISFP', 'INFP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INTP', 'ISTJ', 'INFP', 'ISFP', 'INFJ', 'ENTP', 'INTP', 'ISTP', 'ENFP', 'ENFP', 'ENTP', 'INFP', 'INTP']"
INTP,"['INTJ', 'ENTJ', 'INTP', 'INFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INTJ', 'INTP', 'INFP', 'INFJ', 'INFP', 'ENTP', 'INTP', 'INTP', 'ENTP', 'INTJ', 'INTP', 'INTP', 'INTJ', 'INFP', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'ENTP', 'INTP']"
ENTP,"['ISTP', 'INTP', 'ENTP', 'INTP', 'INTP', 'ISTP', 'INTP', 'INTP', 'INFP', 'INTP', 'ISTP', 'INTP', 'ENTP', 'ENTP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'INFJ', 'ISTP', 'ENFP', 'ISTP', 'INFP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INFP', 'INTP', 'ISTP', 'INTP', 'INTP', 'INFP', 'ENTP', 'ISTP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'ISTP']"
INTP,"['INFP', 'ENTP', 'INFP', 'INFJ', 'INFP', 'ISTP', 'ISTP', 'ISTP', 'INTP', 'INFP', 'INTP', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'ENTP', 'INTJ', 'INFP', 'ENTP', 'INTP', 'ENTP', 'INTP', 'ENFP', 'INTP', 'ENTP', 'INFP', 'INTJ', 'INTJ', 'ISTP', 'INFJ', 'INTP', 'ENFP', 'ISTP', 'ISTP', 'INTP', 'INFJ', 'INFP', 'ISTP', 'INTJ', 'INTP', 'INTJ', 'INTP', 'INTP', 'INFJ', 'INTP', 'INFJ', 'INFP', 'INFP']"
